Batticaloa,2015,1,190.00,25.52
Batticaloa,2015,10,329.00,26.87
Batticaloa,2015,11,379.00,26.13
Batticaloa,2015,12,484.00,26.02
Batticaloa,2015,2,340.00,25.31
Batticaloa,2015,3,180.00,26.55
Batticaloa,2015,4,164.00,27.68
Batticaloa,2015,5,105.00,28.50
Batticaloa,2015,6,60.00,29.20
Batticaloa,2015,7,26.00,29.93
Batticaloa,2015,8,38.00,29.50
Batticaloa,2015,9,88.00,28.34
Batticaloa,2016,1,235.00,26.12
Batticaloa,2016,10,121.00,28.62
Batticaloa,2016,11,336.00,26.19
Batticaloa,2016,12,251.00,25.74
Batticaloa,2016,2,186.00,26.71
Batticaloa,2016,3,139.00,27.59
Batticaloa,2016,4,65.00,29.37
Batticaloa,2016,5,192.00,28.80
Batticaloa,2016,6,25.00,29.87
Batticaloa,2016,7,63.00,29.51
Batticaloa,2016,8,29.00,29.67
Batticaloa,2016,9,27.00,29.60
Batticaloa,2017,1,306.00,25.00
Batticaloa,2017,10,226.00,27.59
Batticaloa,2017,11,393.00,25.99
Batticaloa,2017,12,308.00,25.74
Batticaloa,2017,2,219.00,25.50
Batticaloa,2017,3,195.00,26.82
Batticaloa,2017,4,59.00,28.94
Batticaloa,2017,5,85.00,29.52
Batticaloa,2017,6,69.00,30.43
Batticaloa,2017,7,54.00,30.20
Batticaloa,2017,8,88.00,29.48
Batticaloa,2017,9,143.00,28.20
Batticaloa,2018,1,174.00,25.11
Batticaloa,2018,10,401.00,26.41
Batticaloa,2018,11,462.00,26.01
Batticaloa,2018,12,375.00,25.53
Batticaloa,2018,2,243.00,25.61
Batticaloa,2018,3,257.00,26.72
Batticaloa,2018,4,199.00,27.52
Batticaloa,2018,5,163.00,27.73
Batticaloa,2018,6,75.00,29.28
Batticaloa,2018,7,70.00,29.81
Batticaloa,2018,8,63.00,29.77
Batticaloa,2018,9,132.00,28.81
Batticaloa,2019,1,274.00,25.53
Batticaloa,2019,10,419.00,26.24
Batticaloa,2019,11,432.00,26.50
Batticaloa,2019,12,512.00,25.96
Batticaloa,2019,2,372.00,26.41
Batticaloa,2019,3,124.00,27.70
Batticaloa,2019,4,116.00,28.87
Batticaloa,2019,5,67.00,30.02
Batticaloa,2019,6,63.00,30.50
Batticaloa,2019,7,77.00,29.79
Batticaloa,2019,8,103.00,29.52
